id,formula,target,Ea (eV),space group,ICSD Entry,formula_preprocessed
1068,Li3PS4 ? 20 wt% Li6ZnNb4O14,0.000222,0.33,,,Li52.84P15.61S62.45ZnNb4.0O14.0
1069,Li3PS4 ? 30 wt% Li6ZnNb4O14,0.000187,0.34,,,Li33.32P9.11S36.43ZnNb4.0O14.0
1070,Li3PS4 ? 50 wt% Li6ZnNb4O14,0.000142,0.36,,,Li17.71P3.9S15.61ZnNb4.0O14.0
1071,Li3PS4 ? 70 wt% Li6ZnNb4O14,7.23E-05,0.38,,,Li11.02P1.67S6.69ZnNb4.0O14.0
1072,Li3PS4 ? 90 wt% Li6ZnNb4O14,2.99E-07,0.4,,,Li16.84PS4.0Zn2.31Nb9.22O32.28
1073,Li3PS4 ,1.46E-04,0.38,,,Li3PS4 
1074,Li3PS4 ? 10 wt% Li7La3Zr2O12,0.000296,0.36,,,Li66.47P20.99S83.96La1.5ZrO6.0
1075,Li3PS4 ? 20 wt% Li7La3Zr2O12,0.00037,0.35,,,Li31.49P9.33S37.32La1.5ZrO6.0
1076,Li3PS4 ? 25 wt% Li7La3Zr2O12,0.00041,0.35,,,Li24.49P7.0S27.99La1.5ZrO6.0
1077,Li3PS4 ? 30 wt% Li7La3Zr2O12,0.000538,0.36,,,Li19.83P5.44S21.77La1.5ZrO6.0
1078,Li3PS4 ? 35 wt% Li7La3Zr2O12,0.0004,0.36,,,Li16.49P4.33S17.33La1.5ZrO6.0
1079,Li3PS4 ? 40 wt% Li7La3Zr2O12,0.000333,0.36,,,Li14.0P3.5S13.99La1.5ZrO6.0
1080,Li3PS4 ? 60 wt% Li7La3Zr2O12,0.000219,0.4,,,Li8.16P1.55S6.22La1.5ZrO6.0
1081,Li3PS4 ? 70 wt% Li7La3Zr2O12,1.26E-05,0.43,,,Li6.5PS4.0La1.5ZrO6.0
1082,Li3PS4 ? 90 wt% Li7La3Zr2O12,6.04E-06,0.44,,,Li16.51PS4.0La5.79Zr3.86O23.15
1083,Li7La3Zr2O12,5.20E-08,0.47,,,Li7La3Zr2O12
1084,Li3.45Ge0.45P0.55S3.1Se0.9,9.80E-04,,,,Li3.45Ge0.45P0.55S3.1Se0.9
1085,Li3.4Ge0.4P0.6S3.2Se0.8,1.17E-03,,,,Li3.4Ge0.4P0.6S3.2Se0.8
1086,Li3.35Ge0.35P0.65S3.3Se0.7,1.20E-03,,,,Li3.35Ge0.35P0.65S3.3Se0.7
1087,Li3.3Ge0.3P0.7S3.4Se0.6,1.33E-03,,,,Li3.3Ge0.3P0.7S3.4Se0.6
1088,Li3.25Ge0.25P0.75S3.5Se0.5,5.03E-04,,,,Li3.25Ge0.25P0.75S3.5Se0.5
1089,Li3.20Ge0.20P0.8S3.6Se0.4,1.08E-03,,,,Li3.20Ge0.20P0.8S3.6Se0.4
1090,Li3.15Ge0.15P0.85S3.7Se0.3,8.16E-04,,,,Li3.15Ge0.15P0.85S3.7Se0.3
1091,Li3.1Ge0.1P0.9S3.8Se0.2,1.13E-03,,,,Li3.1Ge0.1P0.9S3.8Se0.2
1092,Li3.05Ge0.05P0.95S3.9Se0.1,1.41E-03,,,,Li3.05Ge0.05P0.95S3.9Se0.1
1093,Li3PS4,9.35E-04,,,,Li3PS4
1094,0.8Li2O-0.2P2S5,1.54E-05,,,,Li1.6O0.8P0.4S1.0
1095,0.05Li2S-0.75Li2O-0.2P2S5,1.39E-05,,,,Li1.6O0.75P0.4S1.05
1096,0.1Li2S-0.7Li2O-0.2P2S5,1.59E-05,,,,Li1.5999999999999999O0.7P0.4S1.1
1097,0.15Li2S-0.65Li2O-0.2P2S5,2.32E-05,,,,Li1.6O0.65P0.4S1.15
1098,0.2Li2S-0.6Li2O-0.2P2S5,2.89E-05,,,,Li1.6O0.6P0.4S1.2
1099,0.25Li2S-0.55Li2O-0.2P2S5,3.80E-05,,,,Li1.6O0.55P0.4S1.25
1100,0.3Li2S-0.5Li2O-0.2P2S5,4.35E-05,,,,Li1.6O0.5P0.4S1.3
1101,0.35Li2S-0.45Li2O-0.2P2S5,5.26E-05,,,,Li1.6O0.45P0.4S1.35
1102,0.4Li2S-0.4Li2O-0.2P2S5,4.45E-05,,,,Li1.6O0.4P0.4S1.4
1103,0.45Li2S-0.35Li2O-0.2P2S5,6.35E-05,,,,Li1.6O0.35P0.4S1.45
1104,0.5Li2S-0.3Li2O-0.2P2S5,8.11E-05,,,,Li1.6O0.3P0.4S1.5
1105,0.55Li2S-0.25Li2O-0.2P2S5,0.000112,,,,Li1.6O0.25P0.4S1.55
1106,0.6Li2S-0.2Li2O-0.2P2S5,0.000112,,,,Li1.6O0.2P0.4S1.6
1107,0.65Li2S-0.15Li2O-0.2P2S5,0.000113,,,,Li1.6O0.15P0.4S1.65
1108,0.7Li2S-0.1Li2O-0.2P2S5,0.000109,,,,Li1.5999999999999999O0.1P0.4S1.7
1109,0.75Li2S-0.05Li2O-0.2P2S5,0.000143,,,,Li1.6O0.05P0.4S1.75
1110,0.8Li2S-0.2P2S5,0.000299,,,,Li1.6S1.8P0.4
1111,0.75Li2O-0.25P2S5,1.55E-05,,,,Li1.5O0.75P0.5S1.25
1112,0.05Li2S-0.7Li2O-0.25P2S5,1.42E-05,,,,Li1.5O0.7P0.5S1.3
1113,0.1Li2S-0.65Li2O-0.25P2S5,2.52E-05,,,,Li1.5O0.65P0.5S1.35
1114,0.15Li2S-0.6Li2O-0.25P2S5,2.67E-05,,,,Li1.5O0.6P0.5S1.4
1115,0.2Li2S-0.55Li2O-0.25P2S5,2.74E-05,,,,Li1.5O0.55P0.5S1.45
1116,0.25Li2S-0.5Li2O-0.25P2S5,3.80E-05,,,,Li1.5O0.5P0.5S1.5
1117,0.3Li2S-0.45Li2O-0.25P2S5,5.88E-05,,,,Li1.5O0.45P0.5S1.55
1118,0.35Li2S-0.4Li2O-0.25P2S5,1.33E-05,,,,Li1.5O0.4P0.5S1.6
1119,0.4Li2S-0.35Li2O-0.25P2S5,2.44E-05,,,,Li1.5O0.35P0.5S1.65
1120,0.45Li2S-0.3Li2O-0.25P2S5,2.30E-05,,,,Li1.5O0.3P0.5S1.7
1121,0.5Li2S-0.25Li2O-0.25P2S5,9.56E-06,,,,Li1.5O0.25P0.5S1.75
1122,0.55Li2S-0.2Li2O-0.25P2S5,7.06E-05,,,,Li1.5O0.2P0.5S1.8
1123,0.6Li2S-0.15Li2O-0.25P2S5,9.27E-05,,,,Li1.5O0.15P0.5S1.85
1124,0.65Li2S-0.1Li2O-0.25P2S5,0.000115,,,,Li1.5O0.1P0.5S1.9
1125,0.7Li2S-0.05Li2O-0.25P2S5,9.76E-05,,,,Li1.5O0.05P0.5S1.95
1126,0.75Li2S-0.25P2S5,0.00016,,,,Li1.5S2.0P0.5
1127,0.7Li2O-0.3P2S5,5.78E-11,,,,Li1.4O0.7P0.6S1.5
1128,0.05Li2S-0.65Li2O-0.3P2S5,1.51E-08,,,,Li1.4000000000000001O0.65P0.6S1.55
1129,0.1Li2S-0.6Li2O-0.3P2S5,7.78E-08,,,,Li1.4O0.6P0.6S1.6
1130,0.15Li2S-0.55Li2O-0.3P2S5,2.90E-07,,,,Li1.4000000000000001O0.55P0.6S1.65
1131,0.2Li2S-0.5Li2O-0.3P2S5,1.67E-05,,,,Li1.4O0.5P0.6S1.7
1132,0.25Li2S-0.45Li2O-0.3P2S5,8.64E-07,,,,Li1.4O0.45P0.6S1.75
1133,0.3Li2S-0.4Li2O-0.3P2S5,1.62E-06,,,,Li1.4O0.4P0.6S1.8
1134,0.35Li2S-0.35Li2O-0.3P2S5,3.68E-06,,,,Li1.4O0.35P0.6S1.85
1135,0.4Li2S-0.3Li2O-0.3P2S5,5.86E-06,,,,Li1.4O0.3P0.6S1.9
1136,0.45Li2S-0.25Li2O-0.3P2S5,5.10E-06,,,,Li1.4O0.25P0.6S1.95
1137,0.5Li2S-0.2Li2O-0.3P2S5,8.33E-06,,,,Li1.4O0.2P0.6S2
1138,0.55Li2S-0.15Li2O-0.3P2S5,1.01E-05,,,,Li1.4000000000000001O0.15P0.6S2.05
1139,0.6Li2S-0.1Li2O-0.3P2S5,2.29E-05,,,,Li1.4O0.1P0.6S2.1
1140,0.65Li2S-0.05Li2O-0.3P2S5,2.48E-05,,,,Li1.4000000000000001O0.05P0.6S2.15
1141,0.7Li2S- 0.3P2S5,5.34E-05,,,,Li1.4S5.7P2.0
1142,0.9Li3PS4???10ZnO,0.00029,,,,Li2.7P0.9S3.6Zn0.1O0.1
1143,0.7Li2S-0.3P2S5,0.00071,0.23,,,Li1.4S2.2P0.6
1144,0.7Li2S-0.29P2S5-0.01Li3PO4,0.00183,0.19,,,Li1.43O0.04P0.59S2.15
1145,0.7Li2S-0.28P2S5-0.02Li3PO4,0.000989,0.21,,,Li1.46O0.08P0.5800000000000001S2.1
1146,0.7Li2S-0.27P2S5-0.03Li3PO4,0.00044,0.25,,,Li1.49O0.12P0.5700000000000001S2.05
1147,0.7Li2S-0.25P2S5-0.05Li3PO4,0.000267,0.29,,,Li1.5499999999999998O0.2P0.55S1.95
1148,0.7Li2S-0.3P2S5,0.00167,0.23,,,Li1.4S2.2P0.6
1149,0.99(0.7Li2S-0.3P2S5)- 0.01Li2ZrO3,0.00286,0.18,,,Li1.406S2.193P0.600Zr0.010O0.030
1150,0.98(0.7Li2S-0.3P2S5)- 0.02Li2ZrO3,0.00122,0.25,,,Li1.412S2.186P0.600Zr0.020O0.060
1151,0.95(0.7Li2S-0.3P2S5)- 0.05Li2ZrO3,0.000742,0.29,,,Li1.430S2.165P0.600Zr0.050O0.150
1152,Li2.7PO3.9,7.00E-08,0.68,,,Li2.7PO3.9
1153,Li3.6(Si0.19P0.82)O4.2,2.00E-07,0.57,,,Li3.6(Si0.19P0.82)O4.2
1154,Li3.1PO3.8N0.16,2.00E-06,0.57,,,Li3.1PO3.8N0.16
1155,Li3.3PO3.8N0.22,2.40E-06,0.56,,,Li3.3PO3.8N0.22
1156,Li2.9PO3.3N0.46,3.30E-06,0.54,,,Li2.9PO3.3N0.46
1157,Li4.4PO4.3,9.39E-07,0.64,,,Li4.4PO4.3
1158,Li4.0PO3.9N0.4,1.70E-06,0.62,,,Li4.0PO3.9N0.4
1159,Li3.7PO3.4N0.7,2.36E-06,0.6,,,Li3.7PO3.4N0.7
1160,Li3.5PO3.2N0.8,2.59E-06,0.59,,,Li3.5PO3.2N0.8
1161,Li3.4PO3.1N0.9,2.81E-06,0.58,,,Li3.4PO3.1N0.9
1162,Li3.2PO3.0N,2.99E-06,0.57,,,Li3.2PO3.0N
1163,Li2.9PO2.6N0.91,2.10E-06,0.52,,,Li2.9PO2.6N0.91
1164,Li1.8PO1.2N1.5,1.70E-06,0.49,,,Li1.8PO1.2N1.5
1165,Li3.3PO2.9N0.83,3.10E-06,0.47,,,Li3.3PO2.9N0.83
1166,0.45B2S3-0.55Li2S,8.19E-05,0.23,,,B0.9S1.9000000000000001Li1.1
1167,0.815(0.45B2S3-0.55Li2S)-0.185LiI,0.000308,0.2,,,B0.733S1.650Li1.285I0.185
1168,0.69(0.45B2S3-0.55Li2S)-0.31LiI,0.000758,0.23,,,B0.621S1.482Li1.410I0.310
1169,0.33B2S3-0.67Li2S,0.000226,0.31,,,B0.66S1.6600000000000001Li1.34
1170,0.95(0.33B2S3-0.67Li2S)-0.05LiI,0.000437,0.29,,,B0.627S1.611Li1.390I0.050
1171,0.9(0.33B2S3-0.67Li2S)-0.1LiI,0.000481,0.28,,,B0.594S1.561Li1.440I0.100
1172,0.85(0.33B2S3-0.67Li2S)-0.15LiI,0.000492,0.28,,,B0.561S1.512Li1.490I0.150
1173,0.75(0.33B2S3-0.67Li2S)-0.25LiI,0.00061,0.27,,,B0.495S1.413Li1.590I0.250
1174,0.66(0.33B2S3-0.67Li2S)-0.34LiI,0.000522,0.32,,,B0.436S1.323Li1.680I0.340
1175,0.6(0.33B2S3-0.67Li2S)-0.4LiI,0.000489,0.35,,,B0.396S1.264Li1.740I0.400
1176,0.29B2S3-0.71Li2S,0.000271,0.32,,,B0.58S1.5799999999999998Li1.42
1177,0.95(0.29B2S3-0.71Li2S)-0.05LiI,0.000372,0.31,,,B0.551S1.536Li1.470I0.050
1178,0.875(0.29B2S3-0.71Li2S)-0.125LiI,0.000627,0.29,,,B0.507S1.471Li1.545I0.125
1179,0.78(0.29B2S3-0.71Li2S)-0.22LiI,0.000656,0.29,,,B0.452S1.389Li1.640I0.220
1180,0.64(0.29B2S3-0.71Li2S)-0.36LiI,0.00081,0.36,,,B0.371S1.267Li1.780I0.360
1181,0.25B2S3-0.75Li2S,0.000303,0.36,,,B0.5S1.5Li1.5
1182,0.92(0.25B2S3-0.75Li2S)-0.08LiI,0.000383,0.3,,,B0.460S1.440Li1.580I0.080
1183,0.89(0.25B2S3-0.75Li2S)-0.11LiI,0.000348,0.33,,,B0.445S1.417Li1.610I0.110
1184,0.5Li2S-0.5SiS2,4.80E-05,,,,Li1.0S1.5Si0.5
1185,0.985(0.5Li2S-0.5SiS2)-0.015Li3PO4,6.28E-05,,,,Li1.030S1.492Si0.500P0.015O0.060
1186,0.975(0.5Li2S-0.5SiS2)-0.025Li3PO4,8.76E-05,,,,Li1.050S1.488Si0.500P0.025O0.100
1187,0.95(0.5Li2S-0.5SiS2)-0.05Li3PO4,8.68E-05,,,,Li1.100S1.475Si0.500P0.050O0.200
1188,0.9(0.5Li2S-0.5SiS2)-0.1Li3PO4,6.76E-05,,,,Li1.200S1.450Si0.500P0.100O0.400
1189,0.6Li2S-0.4SiS2,0.000185,,,,Li1.2S1.4Si0.4
1190,0.99(0.6Li2S-0.4SiS2)-0.01Li3PO4,0.000253,,,,Li1.218S1.394Si0.400P0.010O0.040
1191,0.97(0.6Li2S-0.4SiS2)-0.03Li3PO4,0.000397,,,,Li1.254S1.382Si0.400P0.030O0.120
1192,0.95(0.6Li2S-0.4SiS2)-0.05Li3PO4,0.000203,,,,Li1.290S1.370Si0.400P0.050O0.200
1193,0.9(0.6Li2S-0.4SiS2)-0.1Li3PO4,5.20E-05,,,,Li1.380S1.340Si0.400P0.100O0.400
1194,0.61Li2S-0.39SiS2,0.000524,,,,Li1.22S1.3900000000000001Si0.39
1195,0.99(0.61Li2S-0.39SiS2)-0.01Li3PO4,0.000505,,,,Li1.238S1.384Si0.390P0.010O0.040
1196,0.985(0.61Li2S-0.39SiS2)-0.015Li3PO4,0.000596,,,,Li1.247S1.381Si0.390P0.015O0.060
1197,0.98(0.61Li2S-0.39SiS2)-0.02Li3PO4,0.000769,,,,Li1.256S1.378Si0.390P0.020O0.080
1198,0.975(0.61Li2S-0.39SiS2)-0.025Li3PO4,0.000636,,,,Li1.264S1.375Si0.390P0.025O0.100
1199,0.97(0.61Li2S-0.39SiS2)-0.03Li3PO4,0.000583,,,,Li1.273S1.372Si0.390P0.030O0.120
1200,0.95(0.61Li2S-0.39SiS2)-0.05Li3PO4,0.000468,,,,Li1.309S1.360Si0.390P0.050O0.200
1201,0.9(0.61Li2S-0.39SiS2)-0.1Li3PO4,0.000128,,,,Li1.398S1.329Si0.390P0.100O0.400
1202,0.99(0.65Li2S-0.35SiS2)-0.01Li3PO4,0.00036,,,,Li1.317S1.343Si0.350P0.010O0.040
1203,0.97(0.65Li2S-0.35SiS2)-0.03Li3PO4,0.000262,,,,Li1.351S1.330Si0.350P0.030O0.120
1204,0.95(0.65Li2S-0.35SiS2)-0.05Li3PO4,0.000181,,,,Li1.385S1.317Si0.350P0.050O0.200
1205,0.9(0.65Li2S-0.35SiS2)-0.1Li3PO4,7.13E-05,,,,Li1.470S1.285Si0.350P0.100O0.400
1206,0.7Li2S-0.3P2S5,0.0052,,,,Li1.4S2.2P0.6
1207,LiI,3.07E-07,,,,LiI
1208,0.998LiI-0.002CaI2,9.80E-07,,,,Li0.998I1.002Ca0.002
1209,0.99LiI-0.01CaI2,5.54E-06,0.43,,,Li0.99I1.01Ca0.01
1210,LiI,2.74E-08,0.43,,,LiI
1211,0.8LiI-0.2Al2O3,6.84E-06,0.35,,,Li0.8I0.8Al0.4O0.6000000000000001
1212,0.7LiI-0.3Al2O3,2.07E-05,0.33,,,Li0.7I0.7Al0.6O0.8999999999999999
1213,0.6LiI-0.4Al2O3,3.94E-05,0.33,,,Li0.6I0.6Al0.8O1.2000000000000002
1214,0.5LiI-0.5Al2O3,2.58E-05,0.33,,,Li0.5I0.5Al1.0O1.5
1215,0.4LiI-0.6Al2O3,6.76E-06,0.37,,,Li0.4I0.4Al1.2O1.7999999999999998
1216,Li3.5P0.5Si0.5O4,4.27E-07,0.57,,,Li3.5P0.5Si0.5O4
1217,Li3.5P0.5Ge0.5O4,7.89E-06,0.56,,,Li3.5P0.5Ge0.5O4
1218,Li3.5As0.5Si0.5O4,4.05E-06,0.55,,,Li3.5As0.5Si0.5O4
1219,Li3.5V0.5Si0.5O4,1.20E-05,0.53,,,Li3.5V0.5Si0.5O4
1220,Li3.5As0.5Ge0.5O4,2.83E-05,0.51,,,Li3.5As0.5Ge0.5O4
1221,Li3.5V0.5Ge0.5O4,3.00E-05,,,,Li3.5V0.5Ge0.5O4
1222,Li3.5As0.5Ti0.5O4,3.22E-05,0.52,,,Li3.5As0.5Ti0.5O4
1223,Li3.5As0.5V0.5O4,4.01E-05,0.49,,,Li3.5As0.5V0.5O4
1224,LiHf2(PO4)3-0.1Li2O,0.000112,,,,Li1.20Hf2.00P3.00O12.10
1225,LiHf2(PO4)3-0.2Li2O,2.78E-05,,,,Li1.40Hf2.00P3.00O12.20
1226,LiHf2(PO4)3-0.3Li2O,2.58E-05,,,,Li1.60Hf2.00P3.00O12.30
1227,LiHf2(PO4)3-0.4Li2O,3.40E-05,,,,Li1.80Hf2.00P3.00O12.40
1228,LiTi2(PO4)3,1.69E-06,0.3,,,LiTi2(PO4)3
1229,0.95LiTi2(PO4)3-0.05Li3PO4,5.52E-05,0.29,,,Li1.1Ti1.9P2.8999999999999995O11.599999999999998
1230,0.9LiTi2(PO4)3-0.1Li3PO4,0.000138,0.28,,,Li1.2000000000000002Ti1.8P2.8000000000000003O11.200000000000001
1231,0.8LiTi2(PO4)3-0.2Li3PO4,0.000193,0.31,,,Li1.4000000000000001Ti1.6P2.6000000000000005O10.400000000000002
1232,0.7LiTi2(PO4)3-0.3Li3PO4,0.000245,0.3,,,Li1.5999999999999999Ti1.4P2.3999999999999995O9.599999999999998
1233,0.95LiTi2(PO4)3-0.05Li3BO3,3.59E-05,0.3,,,Li1.1Ti1.9P2.8499999999999996O11.549999999999999B0.05
1234,0.9LiTi2(PO4)3-0.1Li3BO3,0.000254,0.3,,,Li1.2000000000000002Ti1.8P2.7O11.100000000000001B0.1
1235,0.8LiTi2(PO4)3-0.2Li3BO3,0.000297,0.3,,,Li1.4000000000000001Ti1.6P2.4000000000000004O10.200000000000001B0.2
1236,0.7LiTi2(PO4)3-0.3Li3BO3,0.000245,0.29,,,Li1.5999999999999999Ti1.4P2.0999999999999996O9.299999999999999B0.3
1237,0.5LiTi2(PO4)3-0.5Li3BO3,2.73E-05,0.31,,,Li2.0Ti1.0P1.5O7.5B0.5
1238,LiTi2(PO4)3,1.00E-04,,,,LiTi2(PO4)3
1239,LiTi2(PO4)3-0.15LiPO4,0.0006,,,,Li1.15Ti2.0P3.15O12.6
1240,LiTi2(PO4)3-0.3LiPO4,0.000992,,,,Li1.3Ti2.0P3.3O13.2
1241,LiTi2(PO4)3-0.6LiPO4,0.00123,,,,Li1.6Ti2.0P3.6O14.4
1242,LiTi2(PO4)3-0.9LiPO4,0.0011,,,,Li1.9Ti2.0P3.9O15.6
1243,LiTi2(PO4)3-0.15LiBO3,0.00048,,,,Li1.15Ti2.0P3.0O12.45B0.15
1244,LiTi2(PO4)3-0.3LiBO3,0.00166,,,,Li1.3Ti2.0P3.0O12.9B0.3
1245,LiTi2(PO4)3-0.6LiBO3,0.00112,,,,Li1.6Ti2.0P3.0O13.8B0.6
1246,LiTi2(PO4)3-0.9LiBO3,0.000891,,,,Li1.9Ti2.0P3.0O14.7B0.9
1247,LiTi2(PO4)3-1.5LiBO3,0.000648,,,,Li2.5Ti2.0P3.0O16.5B1.5
1248,LiTi2(PO4)3-0.2Li2SO4,0.000835,,,,Li1.4Ti2.0P3.0O12.8S0.2
1249,LiTi2(PO4)3-0.4Li2SO4,0.00166,,,,Li1.8Ti2.0P3.0O13.6S0.4
1250,LiTi2(PO4)3-0.6Li2SO4,0.000567,,,,Li2.2Ti2.0P3.0O14.4S0.6
1251,LiTi2(PO4)3-0.4LiCl,0.000645,,,,Li1.4Ti2.0P3.0O12.0Cl0.4
1252,LiTi2(PO4)3-0.8LiCl,0.00128,,,,Li1.8Ti2.0P3.0O12.0Cl0.8
1253,LiTi2(PO4)3-1.2LiCl,0.00102,,,,Li2.2Ti2.0P3.0O12.0Cl1.2
1254,LiTi2(PO4)3-0.4LiNO3,0.00118,,,,Li1.4Ti2.0P3.0O13.2N0.4
1255,LiTi2(PO4)3-0.8LiNO3,0.00149,,,,Li1.8Ti2.0P3.0O14.4N0.8
1256,LiTi2(PO4)3-1.2LiNO3,0.000995,,,,Li2.2Ti2.0P3.0O15.6N1.2
1257,Li0.39La0.54TiO3,1.08E-03,0.316,,,Li0.39La0.54TiO3
1258,(Li0.39La0.54)1.006Al0.006Ti0.994O3,1.13E-03,0.308,,,(Li0.39La0.54)1.006Al0.006Ti0.994O3
1259,(Li0.39La0.54)1.01Al0.02Ti0.98O3,1.58E-03,0.278,,,(Li0.39La0.54)1.01Al0.02Ti0.98O3
1260,(Li0.39La0.54)1.03Al0.06Ti0.94O3,1.39E-03,0.29,,,(Li0.39La0.54)1.03Al0.06Ti0.94O3
1261,(Li0.39La0.54)1.005Cr0.01Ti0.99O3,9.52E-04,0.3,,,(Li0.39La0.54)1.005Cr0.01Ti0.99O3
1262,(Li0.39La0.54)1.01Cr0.02Ti0.98O3,1.01E-03,0.315,,,(Li0.39La0.54)1.01Cr0.02Ti0.98O3
1263,(Li0.39La0.54)1.025Cr0.05Ti0.95O3,1.04E-03,0.298,,,(Li0.39La0.54)1.025Cr0.05Ti0.95O3
1264,La0.51Li0.34TiO2.94,1.00E-03,0.38,,,La0.51Li0.34TiO2.94
1265,La0.57Li0.26TiO2.99,1.00E-03,0.34,,,La0.57Li0.26TiO2.99
1266,La0.6Li0.16TiO3.01,6.30E-04,0.33,,,La0.6Li0.16TiO3.01
1267,La0.64Li0.067TiO3,7.90E-05,0.36,,,La0.64Li0.067TiO3
1268,(La0.5Li0.5)0.95Sr0.05TiO3,1.49E-03,,,,(La0.5Li0.5)0.95Sr0.05TiO3
1269,(La0.5Li0.5)0.9Sr0.1TiO3,1.30E-03,,,,(La0.5Li0.5)0.9Sr0.1TiO3
1270,(La0.5Li0.5)0.75Sr0.25TiO3,8.99E-05,,,,(La0.5Li0.5)0.75Sr0.25TiO3
1271,(La0.5Li0.5)0.95Ba0.05TiO3,7.61E-04,,,,(La0.5Li0.5)0.95Ba0.05TiO3
1272,La0.63Li0.1Mg0.5W0.5O3,1.69E-06,0.39,,,La0.63Li0.1Mg0.5W0.5O3
1273,Li0.5La0.5TiO3,8.67E-04,0.28,,,Li0.5La0.5TiO3
1274,Li0.5La0.5Ti0.98Sn0.02O3,4.86E-04,,,,Li0.5La0.5Ti0.98Sn0.02O3
1275,Li0.5La0.5Ti0.96Sn0.04O3,3.89E-04,,,,Li0.5La0.5Ti0.96Sn0.04O3
1276,Li0.5La0.5Ti0.94Sn0.06O3,3.52E-04,0.294,,,Li0.5La0.5Ti0.94Sn0.06O3
1277,Li0.5La0.5Ti0.9Sn0.1O3,2.60E-04,,,,Li0.5La0.5Ti0.9Sn0.1O3
1278,Li0.5La0.5Ti0.98Zr0.02O3,4.16E-04,,,,Li0.5La0.5Ti0.98Zr0.02O3
1279,Li0.5La0.5Ti0.96Zr0.04O3,2.86E-04,,,,Li0.5La0.5Ti0.96Zr0.04O3
1280,Li0.5La0.5Ti0.94Zr0.06O3,2.23E-04,,,,Li0.5La0.5Ti0.94Zr0.06O3
1281,Li0.5La0.5Ti0.9Zr0.1O3,7.05E-05,,,,Li0.5La0.5Ti0.9Zr0.1O3
1282,Li0.5La0.5Ti0.998Mn0.002O3,9.12E-04,,,,Li0.5La0.5Ti0.998Mn0.002O3
1283,Li0.5La0.5Ti0.996Mn0.004O3,9.64E-04,,,,Li0.5La0.5Ti0.996Mn0.004O3
1284,Li0.5La0.5Ti0.994Mn0.006O3,1.08E-03,,,,Li0.5La0.5Ti0.994Mn0.006O3
1285,Li0.5La0.5Ti0.992Mn0.008O3,1.13E-03,,,,Li0.5La0.5Ti0.992Mn0.008O3
1286,Li0.5La0.5Ti0.99Mn0.01O3,1.13E-03,,,,Li0.5La0.5Ti0.99Mn0.01O3
1287,Li0.5La0.5Ti0.998Ge0.002O3,9.12E-04,,,,Li0.5La0.5Ti0.998Ge0.002O3
1288,Li0.5La0.5Ti0.996Ge0.004O3,9.64E-04,,,,Li0.5La0.5Ti0.996Ge0.004O3
1289,Li0.5La0.5Ti0.994Ge0.006O3,1.08E-03,,,,Li0.5La0.5Ti0.994Ge0.006O3
1290,Li0.5La0.5Ti0.992Ge0.008O3,1.13E-03,0.265,,,Li0.5La0.5Ti0.992Ge0.008O3
1291,Li0.5La0.5Ti0.99Ge0.01O3,1.13E-03,,,,Li0.5La0.5Ti0.99Ge0.01O3
1292,La0.58Li0.36Ti0.95Mg0.05O3,2.10E-04,0.29,,,La0.58Li0.36Ti0.95Mg0.05O3
1293,La0.56Li0.36Ti0.95Al0.05O3,6.40E-04,0.26,,,La0.56Li0.36Ti0.95Al0.05O3
1294,La0.55Li0.36Ti0.95Mn0.05O3,1.90E-04,0.29,,,La0.55Li0.36Ti0.95Mn0.05O3
1295,La0.55Li0.36Ti0.95Ge0.05O3,3.60E-04,0.29,,,La0.55Li0.36Ti0.95Ge0.05O3
1296,La0.55Li0.36Ti0.95Ru0.05O3,5.20E-05,0.28,,,La0.55Li0.36Ti0.95Ru0.05O3
1297,La0.51Li0.36Ti0.95W0.05O3,7.30E-04,0.27,,,La0.51Li0.36Ti0.95W0.05O3
1298,La0.55Li0.36Ti0.9W0.1O3,4.40E-04,0.27,,,La0.55Li0.36Ti0.9W0.1O3
1299,La0.55Li0.36Ti0.995Al0.005O3,1.10E-03,0.28,,,La0.55Li0.36Ti0.995Al0.005O3
1300,La0.55Li0.36Ti0.992Al0.008O3,6.50E-04,0.29,,,La0.55Li0.36Ti0.992Al0.008O3
1301,La0.54Li0.36Ti0.995W0.005O3,2.60E-04,0.3,,,La0.54Li0.36Ti0.995W0.005O3
1302,La0.54Li0.36TiO3,8.90E-04,0.29,,,La0.54Li0.36TiO3
1303,La0.606Li0.06Ti0.94Al0.06O3,1.68E-06,0.36,,,La0.606Li0.06Ti0.94Al0.06O3
1304,La0.566Li0.1Ti0.9Al0.1O3,7.34E-06,0.35,,,La0.566Li0.1Ti0.9Al0.1O3
1305,La0.516Li0.15Ti0.85Al0.15O3,9.66E-06,0.36,,,La0.516Li0.15Ti0.85Al0.15O3
1306,La0.466Li0.2Ti0.8Al0.2O3,4.28E-05,0.33,,,La0.466Li0.2Ti0.8Al0.2O3
1307,La0.416Li0.25Ti0.75Al0.25O3,7.66E-05,0.35,,,La0.416Li0.25Ti0.75Al0.25O3
1308,La0.366Li0.3Ti0.7Al0.3O3,1.72E-05,0.33,,,La0.366Li0.3Ti0.7Al0.3O3
1309,Li0.12La0.63TiO3,2.00E-04,,,,Li0.12La0.63TiO3
1310,Li0.18La0.61TiO3,4.43E-04,,,,Li0.18La0.61TiO3
1311,Li0.24La0.59TiO3,9.93E-04,,,,Li0.24La0.59TiO3
