ionA ionB gAB
Mn:2+ Np:4+ 0.2722122056688995
K:1+ Tc:7+ 0.2717763615949176
U:4+ Zn:2+ 0.27168382697443816
Nb:4+ Sb:5+ 0.2715700325618437
S:2- Sb:3+ 0.27153630861092665
Nb:3+ V:3+ 0.27116329989141996
Cu:3+ Ti:4+ 0.27094108747906087
Cu:2+ Ho:3+ 0.2708740493556964
Ce:3+ I:7+ 0.2708250208483849
Mn:3+ Zr:3+ 0.2707554373533382
Ce:3+ Eu:2+ 0.27071369680992524
Cd:2+ Mo:4+ 0.2706027405826883
Ga:3+ K:1+ 0.2705551352628443
Mo:5+ Sm:3+ 0.270488562354845
Au:3+ Ti:4+ 0.2699579052344304
Sm:3+ Sn:2+ 0.2699562851905201
Lu:3+ Rh:4+ 0.26983573185478993
Ag:1+ U:3+ 0.2697253406435544
Pu:4+ Tm:3+ 0.2695295850513766
P:5+ Ti:4+ 0.26952863500035856
Ag:1+ Mo:5+ 0.2692650110315975
Nb:3+ Ti:3+ 0.26921667834733803
In:3+ U:4+ 0.26906676069836455
Cd:2+ W:5+ 0.2689886582208932
Ga:3+ La:3+ 0.26884832562364147
Eu:2+ Zr:4+ 0.2688231371732919
Ga:3+ Sb:5+ 0.26860060897896676
Cu:3+ Ga:3+ 0.2685777967252456
Ga:3+ Ir:3+ 0.2684108163225986
Cm:3+ Tm:3+ 0.268381117030585
Ni:4+ Sb:5+ 0.26783483100869543
Bi:3+ Tc:7+ 0.26774388387883075
Np:3+ Tm:3+ 0.2675908806688235
S:2- Y:3+ 0.2675294186580781
Al:3+ Mn:7+ 0.26752239074762413
B:3+ Nd:3+ 0.2671562149382375
Ge:4+ Na:1+ 0.26714218184700833
Cd:2+ Te:6+ 0.2670588386041597
Cr:4+ Sb:5+ 0.2670357790337051
Cd:2+ Ru:3+ 0.26695438459114834
Nb:4+ Pr:3+ 0.2667883917689594
Hg:2+ Te:4+ 0.2666407783563807
Os:4+ Sb:5+ 0.2665174145095119
Dy:3+ V:5+ 0.26642794917328244
Ce:3+ Sn:4+ 0.26630569348084576
Cu:3+ Pr:3+ 0.2662124894418433
Ga:3+ Sr:2+ 0.2660783567633012
Ir:3+ Mn:3+ 0.2660643658003066
As:3+ Ni:3+ 0.26601510766159
Sb:5+ V:4+ 0.26579911992841443
Cl:1- Gd:3+ 0.26561078358097856
Er:3+ Pt:4+ 0.2655704664269815
Be:2+ N:3- 0.2654240175424797
Cs:1+ Mo:3+ 0.26523938795545643
Lu:3+ Sn:4+ 0.26518579079606147
Ag:1+ Bk:3+ 0.2650293281347225
Te:4+ Yb:3+ 0.26501216871005234
Mn:7+ V:5+ 0.26498906141232226
Sc:2+ Ti:4+ 0.2649876526257231
Be:2+ Mo:6+ 0.26462065357256215
Ni:4+ Pb:2+ 0.2645575293310532
Ir:3+ Tm:3+ 0.2645461388024905
Bi:5+ Ce:3+ 0.26437638304833655
Cu:1+ V:5+ 0.2642092829783372
Er:3+ Hg:2+ 0.2641735369933983
As:5+ Bi:3+ 0.2638136169960723
Bk:3+ Yb:3+ 0.2638110912283968
Cr:5+ Nd:3+ 0.26372252072147034
La:3+ U:6+ 0.2637203380588871
Ca:2+ Hf:4+ 0.2636372303445539
Mn:3+ Re:6+ 0.2635976828217393
Ac:3+ Pr:3+ 0.26346440108345126
Ge:4+ Ir:4+ 0.2626679635826044
In:3+ Ru:4+ 0.26215248106560046
Nd:2+ Pb:2+ 0.2620894174857187
Bi:3+ Ce:4+ 0.2618435804178517
Ba:2+ Sn:4+ 0.26150892642706647
Cl:1- Li:1+ 0.2611888137515683
Ge:4+ Np:4+ 0.26106130096409036
Mn:6+ Ti:4+ 0.26103436295874516
Cu:2+ Yb:2+ 0.2609651181727499
B:3+ Pr:3+ 0.26093248269308783
Fe:5+ Sb:5+ 0.2608195523141938
Ge:4+ Ta:5+ 0.2607665319579714
Cl:5+ Ti:4+ 0.26041294739552306
Bi:3+ Cl:1- 0.26001336479084514
Ag:2+ Si:4+ 0.25986196500205955
Sc:3+ Tb:4+ 0.259861611400248
Ir:6+ Sm:3+ 0.2598269103530329
Gd:3+ Sn:2+ 0.25971313763994025
Ag:2+ Fe:2+ 0.2595685414232372
Ni:3+ Tl:3+ 0.2594572665365469
Lu:3+ Re:5+ 0.2593160827003735
Cd:2+ Rh:5+ 0.25923027455285813
Mg:2+ Se:6+ 0.25897638316625426
Tm:3+ W:3+ 0.2587274404334794
Pd:2+ Se:4+ 0.25863646900258763
Cl:7+ P:5+ 0.2581270466967701
In:3+ Tb:4+ 0.2580827128512764
As:3+ Ga:3+ 0.2580419181912018
Cd:2+ Ru:6+ 0.2580403603186556
Cd:2+ Tc:7+ 0.2580273158694052
Sm:3+ Y:2+ 0.2580077057421063
Sm:3+ Te:6+ 0.25800003845590214
Os:7+ Sb:5+ 0.2579198558221095
Sb:5+ V:3+ 0.257672780601571
Bk:3+ Fe:2+ 0.2576203114858305
Ba:2+ V:3+ 0.2573617464211085
Ag:1+ Mn:3+ 0.2572916757228898
Pd:2+ Tb:3+ 0.2571823431727686
Pb:2+ Sn:3+ 0.25702594432555725
Ag:1+ Cr:2+ 0.25695925954726306
Sc:3+ Sr:2+ 0.2568970833443698
Ag:1+ Te:6+ 0.2568329788002096
Hg:2+ Sb:5+ 0.2566062136640895
Bi:3+ Os:7+ 0.25653255895617366
Cd:2+ Fe:6+ 0.2564504460042566
I:5+ Yb:3+ 0.2558828396309284
Pr:4+ Y:3+ 0.2558164037124078
Ba:2+ Na:1+ 0.25566072436728104
Al:3+ Pr:3+ 0.25554983499349876
Ag:3+ Sc:3+ 0.25554873575018067
B:3+ Cl:5+ 0.2551797565839
Am:4+ Fe:2+ 0.25469933186308813
Cl:1- Sm:3+ 0.2546185013163919
Ce:3+ U:6+ 0.25412620847590384
Gd:3+ Sm:2+ 0.25409583123783025
Ho:3+ Sn:2+ 0.25400976419899945
Ge:4+ Ta:4+ 0.2539129227399746
Rb:1+ Re:5+ 0.25385589078489373
Ag:3+ In:3+ 0.2538247424603286
Fe:2+ Tm:2+ 0.25369104316529595
Mo:5+ Sn:4+ 0.2534881396999651
Os:7+ Pr:3+ 0.2534216370974325
Cu:2+ Tm:2+ 0.25316939665890226
Cl:1- La:3+ 0.2531580924677849
N:5+ Pb:2+ 0.25269848602639167
U:6+ Zr:4+ 0.25240953695280394
Nd:3+ Sb:3+ 0.25227323697123927
Mo:6+ Tb:4+ 0.25192795234328363
Cu:2+ Ga:3+ 0.2517354708235614
Ni:2+ U:4+ 0.251689237470191
Al:3+ Se:6+ 0.2515526224006195
In:3+ Te:4+ 0.25147783357700104
Ge:4+ Pr:4+ 0.2512913800969544
Ta:5+ U:4+ 0.250921945427193
Cu:3+ Sm:3+ 0.2508866094753422
Sm:2+ Zn:2+ 0.25077632968853336
Ir:4+ Tb:3+ 0.2502406020389148
Si:4+ Te:6+ 0.2499688033178967
Cl:1- Ho:3+ 0.24996702782746894
Ni:2+ Np:4+ 0.24992904944366692
Pr:2+ Sm:3+ 0.24894869228309324
Ag:1+ Au:3+ 0.24876830620852852
Al:3+ Rh:4+ 0.24868489582642264
Ac:3+ Sm:3+ 0.24825203945291258
Mn:3+ Ru:5+ 0.24823201036483483
Mo:4+ Zn:2+ 0.2481715351005769
Co:4+ Mo:6+ 0.24816498975798493
Ce:3+ Si:4+ 0.24797056267208242
Ca:2+ Cr:5+ 0.2477582769982754
Au:3+ Yb:3+ 0.247666914702499
Ta:5+ Zr:4+ 0.24743404764693755
Al:3+ La:3+ 0.24726605742212915
Cd:2+ Os:7+ 0.2472648873516839
La:3+ Mo:5+ 0.24715548373356333
Gd:3+ Re:7+ 0.24704542703576327
Tc:7+ Yb:3+ 0.2469671244690445
Dy:2+ Ge:4+ 0.24691555991019143
La:3+ Sn:2+ 0.24671599383013632
Pr:2+ Yb:3+ 0.24664889885561941
Fe:4+ Lu:3+ 0.24648673301278326
Mn:2+ Pa:4+ 0.24648414311769687
Ba:2+ Pu:3+ 0.2463869705038784
W:6+ Zr:4+ 0.24638437120473125
Lu:3+ Tb:4+ 0.24612841412937395
Ac:3+ Yb:3+ 0.24600295826689728
Nd:3+ Np:4+ 0.2459572970246801
Be:2+ Zr:4+ 0.24585370210596486
Sn:4+ Tm:2+ 0.24584021273203482
Ir:5+ Pd:2+ 0.24568740880768455
Cl:1- Tl:3+ 0.24555151075581233
Ru:4+ Se:4+ 0.24541493129167116
Ce:3+ Ir:4+ 0.2453700379138112
Gd:3+ Zn:2+ 0.24536460771739527
Ge:2+ Zn:2+ 0.24528653610727488
Ag:1+ Cf:3+ 0.2452419723792817
Eu:3+ Mn:2+ 0.24499959862565449
Mn:2+ Mo:4+ 0.24491107562913414
Ru:3+ Zn:2+ 0.24473748271407775
Cu:1+ Ni:1+ 0.2445351338023168
Fe:2+ Nd:3+ 0.2443687222689189
Ag:1+ Cl:1- 0.243938368035473
B:3+ Yb:3+ 0.24363884603177796
Sn:4+ W:5+ 0.24358285904978527
Ir:6+ Sn:4+ 0.24354041438999177
Eu:3+ Pd:2+ 0.2434138823321559
Ag:1+ Pt:4+ 0.24318802779877896
Ge:4+ Yb:2+ 0.2428656548196279
Cu:2+ Na:1+ 0.24280419942517126
Ho:3+ Y:2+ 0.24272572945200016
Ir:4+ Sr:2+ 0.24254495704494722
As:5+ Cu:2+ 0.24250502498288554
Mn:3+ Sn:4+ 0.24230841001716757
Co:3+ Pt:4+ 0.24214688544820281
Sb:3+ Ti:3+ 0.24210147572764348
Ag:3+ Lu:3+ 0.2420604094789971
In:3+ Ti:4+ 0.24192009833514322
Sn:4+ Te:6+ 0.24184014636191337
I:1- Sr:2+ 0.24183779209913747
Th:4+ Ti:4+ 0.24182244222316493
Ni:2+ Tb:4+ 0.24155223362700418
Cu:3+ Gd:3+ 0.24132842085498526
Ba:2+ Yb:2+ 0.24127386720513033
Ba:2+ Sc:3+ 0.24125692476513147
Br:1- Th:4+ 0.24120094005517587
Dy:2+ Lu:3+ 0.2409057822085385
Al:3+ Sm:3+ 0.24083780512299524
Mn:3+ Nb:5+ 0.24078770755537032
Cu:2+ Ru:6+ 0.24059162492615385
Bi:5+ Mn:3+ 0.24055295320653627
Ti:3+ U:6+ 0.240522876104792
Ni:3+ U:6+ 0.24044442843952327
Gd:3+ Tc:7+ 0.23973013454378272
Mo:4+ Re:5+ 0.23960622152520913
Pb:2+ Se:2- 0.23957203024609836
Rb:1+ Sn:4+ 0.2394033318246498
Br:1- N:3- 0.23935405104952068
La:3+ Ta:5+ 0.23910896617479058
Cu:2+ Fe:6+ 0.23906857578990554
In:3+ Pb:2+ 0.23899996475260352
Gd:3+ Re:6+ 0.23899977001866876
Sc:3+ Y:2+ 0.23879147904438366
Ac:3+ Gd:3+ 0.23875363017487397
I:1- I:5+ 0.2387226829276666
Li:1+ Re:5+ 0.23871980565195755
Ru:5+ Sr:2+ 0.23868698893820303
Ho:3+ Np:3+ 0.23868039848888634
Cr:4+ Cu:2+ 0.23865736860873019
Cu:2+ Ti:2+ 0.2384721185739574
Ir:6+ Re:5+ 0.23814981205914706
Co:2+ Np:4+ 0.23807493596272655
I:5+ Sr:2+ 0.23794984510899403
Nd:3+ Tb:4+ 0.23771360154179727
Rh:5+ Zn:2+ 0.23769660582035135
Cr:3+ N:3- 0.2375760536201218
N:3- Te:6+ 0.2375521569355971
Mn:3+ Th:4+ 0.23747978629569858
Ge:2+ In:3+ 0.23742970549291523
K:1+ Sn:4+ 0.23694631363216792
La:2+ Yb:3+ 0.2368898808861743
Nd:3+ Sn:4+ 0.2366780700411471
N:3- Ni:3+ 0.23605529845702744
Cu:3+ Ho:3+ 0.23602878095784344
Cu:2+ Pt:4+ 0.23581625578672102
La:3+ Te:6+ 0.23574425385201225
Na:1+ Pb:2+ 0.23533577649842438
Cu:1+ Tl:3+ 0.2352434575022773
Ag:2+ Lu:3+ 0.23523232117448412
Au:3+ Ho:3+ 0.23513231146978258
Mo:3+ Pt:4+ 0.23462636050975316
Cl:1- Cs:1+ 0.23446034525502069
Ni:3+ Y:3+ 0.2344544730671377
U:4+ V:5+ 0.2342224573705978
Cr:3+ Sr:2+ 0.2341370440278128
Er:3+ Ru:4+ 0.2340659053101174
Mo:3+ Sm:3+ 0.23406307971078222
Ga:3+ Ho:3+ 0.23391322910530954
Dy:2+ Mg:2+ 0.23375740013886787
Y:3+ Zr:3+ 0.23348309697728928
B:3+ Zn:2+ 0.23344477821993612
Cm:3+ Y:3+ 0.23274288525779915
Ru:5+ Ta:3+ 0.232548061477293
Co:3+ Gd:3+ 0.23226954508933495
Ir:3+ Sc:3+ 0.23219102456701957
Ir:4+ Ti:3+ 0.23218201384681886
Np:3+ Y:3+ 0.23202045785434025
Dy:3+ P:5+ 0.23201016343110417
Mn:3+ Mo:6+ 0.23196332544534656
Ge:4+ Y:2+ 0.2318186500136184
Se:2- Y:3+ 0.23150574697251675
Pr:3+ Sn:4+ 0.23116182083167297
Ho:3+ Nd:2+ 0.2311096265126648
Ag:1+ Eu:2+ 0.23108726741965685
Po:4+ Sn:4+ 0.2310715534701839
Dy:3+ Th:4+ 0.23102716213578556
Cs:1+ N:3- 0.2306456657442452
Fe:3+ Mo:5+ 0.23009645434013482
Se:2- Zr:4+ 0.2300198030854082
Cr:6+ Mg:2+ 0.23001391677734445
Cu:2+ K:1+ 0.2299683347064493
Mn:2+ Sc:2+ 0.22992094194391868
Ba:2+ Co:3+ 0.2299015178640458
Co:2+ Ho:3+ 0.22977805394253176
Nb:5+ Sr:2+ 0.2295887013589114
Ge:4+ Pu:4+ 0.22953317883444121
Al:3+ Ce:3+ 0.22946403883959668
Nd:3+ U:3+ 0.22940214340340587
Am:3+ Ho:3+ 0.2293571493649978
Be:2+ Ti:4+ 0.22925214456504076
Os:6+ Ru:5+ 0.22925193069652722
Fe:2+ N:5+ 0.22915838270335054
Bk:3+ Ni:2+ 0.22904351325059547
Mn:2+ Se:2- 0.2281863243691069
I:1- Na:1+ 0.22805960414335533
F:1- Na:1+ 0.22803972185760252
Ca:2+ Pr:4+ 0.22803928430783957
Ge:4+ Ho:2+ 0.2277063556306089
Cr:5+ Yb:3+ 0.22734482554073682
C:4+ Ti:3+ 0.2272609637720138
C:4+ Ni:3+ 0.22722092212392658
Co:3+ Ho:3+ 0.22716884064811999
Er:3+ Mo:5+ 0.22715857921178595
B:3+ Se:4+ 0.2270706370816436
Cu:2+ Tl:3+ 0.2270194450554055
In:1+ Mn:2+ 0.2269565062487734
Cr:2+ Lu:3+ 0.22632380224775325
Ni:2+ Pa:4+ 0.22627312982478204
In:3+ V:4+ 0.2261718239166395
Br:1- Pr:3+ 0.2261263033983823
Cl:1- Yb:3+ 0.22607083848420287
Ge:4+ Tc:4+ 0.2260236917841215
Mo:6+ Nb:4+ 0.225605348707452
Os:5+ Sn:4+ 0.22507387618647515
Mo:4+ Ni:2+ 0.22481556015110288
Fe:2+ Sm:3+ 0.22479089757040305
Ce:4+ N:3- 0.2245346631053819
In:3+ Pb:4+ 0.2239989193911648
Pt:4+ Re:5+ 0.2239209141164174
Ge:4+ Ru:6+ 0.22390518296444917
Pd:4+ Si:4+ 0.22369678109971566
Bk:3+ Er:3+ 0.2235830172068921
Ce:4+ Re:5+ 0.22348781225155087
Ni:2+ W:5+ 0.22345000681043822
Mg:2+ Tm:2+ 0.2231039720825788
Mo:6+ Sr:2+ 0.2230795576381016
Ag:3+ Al:3+ 0.2230153412871452
Mo:3+ Zn:2+ 0.22219786246073142
I:5+ Ni:2+ 0.22210903240189153
As:3+ N:3- 0.22201611806986857
Mn:2+ N:5+ 0.22195028299595096
Ca:2+ Ru:4+ 0.22168531588760623
Rh:4+ Sm:3+ 0.22164077565138662
Mo:4+ Nd:3+ 0.2212937909617117
I:7+ Na:1+ 0.22101142159038686
Os:7+ Sc:3+ 0.22100650992763907
Mo:6+ V:4+ 0.22081119397416576
Cl:1- Sb:3+ 0.22039656319741058
Mo:6+ V:2+ 0.22004548380828978
Ir:6+ Nd:3+ 0.21998388538675043
B:3+ Zr:4+ 0.2199410286216921
Re:7+ Tb:3+ 0.21989114462424403
Be:2+ Cd:2+ 0.21977656340077983
Pu:3+ Se:2- 0.21968968929783814
C:2+ Fe:2+ 0.21966343195657478
Ni:2+ Zr:3+ 0.2195685839828342
Rh:4+ Yb:3+ 0.21955592567086682
Cs:1+ Ni:3+ 0.2193432244851994
Au:3+ Lu:3+ 0.21914665081459153
Pb:2+ Ru:4+ 0.21901504078192982
Al:3+ U:3+ 0.21888065031226003
Al:3+ V:5+ 0.21876052817547917
Sb:5+ U:5+ 0.2186208343179757
Pt:4+ Y:3+ 0.21851517745606028
Al:3+ Mo:5+ 0.21846558292575016
Nd:3+ Y:2+ 0.2184065135150108
Nd:3+ Te:6+ 0.21840002306836634
Nb:3+ Tl:1+ 0.21837199700483031
Lu:3+ Pr:2+ 0.21823058864789002
Bk:3+ Co:2+ 0.218179998968484
Bi:5+ Gd:3+ 0.21805532664708738
Mo:3+ Nb:5+ 0.2180059159016909
Lu:3+ Re:6+ 0.21784642747740263
Cm:3+ Tb:3+ 0.21782230169888336
Cu:1+ Yb:3+ 0.2177604525319124
Ge:4+ Ta:3+ 0.2175857733797337
Eu:2+ Sn:4+ 0.21757342727029313
Hg:2+ W:6+ 0.2175037171042169
Nd:3+ Re:7+ 0.2174096114053633
Be:2+ Cu:1+ 0.21722673885275195
N:5+ Re:5+ 0.2171058560469931
Ce:2+ Mo:6+ 0.21705133231894624
Li:1+ Tc:7+ 0.21677206369942326
Er:3+ Y:2+ 0.21667921719644076
Br:5+ Re:5+ 0.2166099813933335
Er:3+ Ru:3+ 0.21651223888659063
Eu:3+ Ga:3+ 0.21616035013111992
Cr:5+ Ho:3+ 0.21580204859922533
Ir:3+ Ni:2+ 0.21571474872885785
Lu:3+ V:4+ 0.21568268477899288
Co:2+ Pa:4+ 0.21554101459207436
La:3+ Se:2- 0.21551439526585295
Al:3+ Bk:3+ 0.2151021245423822
As:5+ Tb:3+ 0.2150512204392933
Cr:6+ Ti:4+ 0.2150427395198708
Fe:4+ Pr:3+ 0.21479766269345246
Pr:3+ U:5+ 0.2147714909655895
Nd:3+ Np:3+ 0.21476649301259956
Ni:2+ P:5+ 0.21464855665715948
Eu:2+ I:1- 0.21463117402122422
Pr:3+ Tb:4+ 0.2145669302992526
Ca:2+ Pa:4+ 0.21448198602355245
Bk:4+ Ge:4+ 0.21447571258400952
Pd:2+ Yb:3+ 0.21434488396667165
Br:1- Sn:2+ 0.21428094482300078
Eu:3+ Mn:3+ 0.21422996623990498
Cu:2+ Rh:4+ 0.21395210869460765
P:5+ Tb:3+ 0.2136485486583261
Bi:5+ Ho:3+ 0.21330302886766767
Cr:6+ Ga:3+ 0.21312652568765658
Cs:1+ Fe:3+ 0.21311542460057364
Mg:2+ Rh:5+ 0.21299971593127298
Nb:4+ Nd:3+ 0.2128378650941779
Er:3+ Ho:2+ 0.21283548534941515
Cs:1+ Sn:4+ 0.21265653798264147
Bi:3+ Dy:2+ 0.21250917485572457
Cu:3+ Nd:3+ 0.2124145303844963
Cu:2+ Sb:3+ 0.211794065522685
Fe:3+ Re:6+ 0.2114024573146941
Mg:2+ Re:6+ 0.21136537427884924
Cr:6+ Pr:3+ 0.21132140296705196
Co:4+ Pr:3+ 0.21130706967835325
Er:3+ Nb:4+ 0.21115460915591483
Ag:3+ Pr:3+ 0.21090454370845055
Ge:4+ Pt:2+ 0.2107168475286358
I:1- Pr:3+ 0.21069101651151767
Er:3+ Ir:3+ 0.21065626182878494
Ga:3+ Nd:3+ 0.21051063564997957
Ca:2+ Cr:2+ 0.21046134494015797
Au:1+ Mn:2+ 0.21042695105776726
Nb:4+ P:5+ 0.2103475890721676
Nd:3+ Re:6+ 0.21033122272397764
Ge:4+ Ru:5+ 0.21026963418800562
Ac:3+ Nd:3+ 0.21018395715761204
Al:3+ W:5+ 0.20988476025083602
Cl:1- Tb:3+ 0.2097984713068909
Nb:5+ Si:4+ 0.20966100506021848
Gd:3+ U:6+ 0.2096367075909168
Bi:3+ U:3+ 0.20960454025483707
Re:5+ Sn:4+ 0.2094385766435359
Bi:3+ V:5+ 0.20942855628767887
Er:3+ Tc:7+ 0.2093075563373257
Np:4+ Sm:3+ 0.20919133591519212
Co:2+ Zr:3+ 0.20915446478710395
Ni:3+ Tm:3+ 0.20881989323929337
Am:3+ Tb:3+ 0.20873088316394714
Rb:1+ W:6+ 0.2087095873226
Al:3+ Ge:2+ 0.20869589162676705
Pb:4+ Tb:3+ 0.20867481646913405
Pr:3+ W:6+ 0.2086169988152933
Ho:3+ Rh:4+ 0.20851283798501768
Eu:2+ Mo:6+ 0.2082843749194785
Pr:3+ S:2- 0.20827940512781207
Hg:2+ Tb:3+ 0.2080550557471917
Fe:2+ Sr:2+ 0.20787125125213896
Mn:2+ Rh:4+ 0.20768044113091733
Np:4+ Yb:3+ 0.20726296702742217
Bi:5+ La:3+ 0.20714892311401434
Pr:3+ V:5+ 0.20697473246013795
I:1- Th:4+ 0.20694133307531745
Li:1+ O:2- 0.20669468377612946
I:5+ V:3+ 0.20668215105398546
Mo:5+ Pr:3+ 0.2066245863984764
Al:3+ Pd:3+ 0.20613243145059934
Li:1+ N:5+ 0.2059886377616932
Bi:3+ Bk:3+ 0.2059552519061926
Co:2+ Cu:3+ 0.20554340888272576
Co:2+ Ir:3+ 0.2054998559411501
As:5+ Ir:5+ 0.20541882146873217
Be:2+ Fe:2+ 0.20538263254400124
Al:3+ Rh:2+ 0.20529846912584182
Se:6+ W:6+ 0.20522045500339436
Co:2+ Rh:5+ 0.20513404700288795
As:3+ Fe:3+ 0.20508638554499697
In:1+ Nd:3+ 0.20500090591062095
Ce:3+ S:6+ 0.20492649288085762
Co:3+ Sr:2+ 0.2048596563068236
Cd:2+ Dy:2+ 0.20483192229364175
Ce:3+ Hg:2+ 0.20400557104202335
Bk:3+ Pr:3+ 0.2034556369245774
Mo:4+ Sb:5+ 0.2032487428919173
Mg:2+ S:6+ 0.2030113853250905
Mg:2+ Pu:3+ 0.20297067779452463
Al:3+ Cu:3+ 0.20263974652923172
Ga:3+ Tm:3+ 0.2026258283313297
La:2+ Nd:3+ 0.2023653987368415
Ni:2+ Tl:3+ 0.20222868862823964
Ba:2+ Tb:3+ 0.20208274748834798
Sb:5+ W:5+ 0.20207884355057876
Cd:2+ U:3+ 0.20199787996080698
Cd:2+ V:5+ 0.20185674233966328
Pr:3+ Sm:2+ 0.201808163119874
Ni:2+ Pt:2+ 0.2017374507889381
Sn:4+ Sr:2+ 0.20139608188099442
Pr:4+ Sm:3+ 0.20136258921687158
Am:4+ Pr:3+ 0.20108443599753834
Co:2+ Sc:2+ 0.20105712471286183
Pa:4+ Pr:3+ 0.2009947502728455
Gd:3+ Ge:4+ 0.2007823781086814
Ca:2+ V:4+ 0.20064828515393393
Si:4+ U:5+ 0.20050181101157535
Pr:3+ Tm:2+ 0.20039457577305358
Si:4+ Tb:4+ 0.20028079723268694
Ce:3+ S:2- 0.2000850160273917
Bi:3+ Y:2+ 0.19956183392133447
Mo:3+ Zr:4+ 0.1995560526793622
Ba:2+ Cr:3+ 0.19954893508196767
Sn:4+ W:6+ 0.19944839088511798
Bi:3+ Ru:3+ 0.19940605261563413
Ca:2+ V:5+ 0.1990270378984599
Be:2+ Mn:2+ 0.19890846696601744
Ag:3+ Sm:3+ 0.19879654031618457
Hg:2+ P:5+ 0.19879098831574818
Ba:2+ Br:1- 0.19870258078210076
Hg:2+ Ir:5+ 0.19868833236026587
I:1- Sm:3+ 0.1985615133621885
Ag:1+ V:5+ 0.19856077642493555
P:1+ P:5+ 0.19821043170428415
Nd:3+ Si:4+ 0.19776147467897212
Ag:2+ Cu:1+ 0.19765789720808663
Nd:3+ Se:2- 0.19747964364426313
Al:3+ Hf:4+ 0.19721568927754318
Pr:3+ Y:2+ 0.19713981386983526
Pr:3+ Te:6+ 0.19713001277189232
V:3+ V:4+ 0.19697647749240266
Ba:2+ Fe:3+ 0.1969716816361159
Tl:3+ Zr:4+ 0.1960688615267204
Bi:3+ Ho:2+ 0.19602175201399197
Na:1+ Pb:4+ 0.19587344339938556
La:3+ Np:4+ 0.19551891552533712
Ba:2+ Ho:3+ 0.19539513966381222
Ac:3+ S:2- 0.19495918397957107
Se:2- Sm:3+ 0.19482152700728766
Al:3+ Cl:5+ 0.19476563759358634
Rh:5+ Sb:5+ 0.19474781740396704
Gd:3+ U:5+ 0.19458295106530402
Ca:2+ Pu:3+ 0.19454410235692987
Hg:2+ V:5+ 0.19440986403680183
Cm:3+ Pr:3+ 0.19436061681633462
Be:2+ W:6+ 0.1943447031025922
Ce:3+ Zn:2+ 0.1941760569685434
Rb:1+ Sb:3+ 0.19412087280701198
Bi:3+ Cu:3+ 0.19405580320020763
Ta:3+ V:3+ 0.19383914622103207
Pd:2+ Tl:1+ 0.1936664886260218
Cd:2+ Ir:6+ 0.19364468310203653
Gd:3+ Pr:4+ 0.19361175197410008
Ag:2+ Sm:3+ 0.1931888478610978
Nb:2+ V:3+ 0.1930395276989305
Yb:2+ Yb:3+ 0.1928748512448272
Co:2+ Tl:3+ 0.19270057988899933
Hg:2+ Na:1+ 0.19259966331834602
Si:4+ Sn:2+ 0.19259748257962095
Ni:2+ Th:4+ 0.19255102441327457
Cd:2+ I:5+ 0.19251612344126837
Fe:4+ Zn:2+ 0.1921354030505479
Bi:5+ Nd:3+ 0.1919643681229763
As:5+ Pr:3+ 0.1919532623042663
Dy:3+ Ge:2+ 0.1919013279384428
Bk:3+ Sm:3+ 0.191713916066224
Si:4+ Sm:3+ 0.19168346957493293
Ba:2+ Tm:3+ 0.1916693405583902
Dy:3+ Y:2+ 0.19165585065219226
Cd:2+ Re:7+ 0.19144562741121798
Ag:2+ Yb:3+ 0.19137162914529002
Mo:6+ Rb:1+ 0.19134032585942193
Ag:3+ Gd:3+ 0.19119035546009044
Au:3+ Pr:3+ 0.19097250309058694
Al:3+ Br:5+ 0.19089677374504932
Fe:3+ Se:6+ 0.1907192216291388
Pr:2+ Pr:3+ 0.1902179577104721
Ho:3+ Tb:4+ 0.1901628190364787
Cu:2+ Te:4+ 0.1900955720922423
Cr:3+ Dy:2+ 0.19007310861280438
Hf:4+ Sb:5+ 0.18983728598691932
S:6+ Ti:4+ 0.18979775252595293
Bi:5+ P:5+ 0.18974867653443828
Bi:3+ W:3+ 0.18973594247162298
Dy:3+ Zr:3+ 0.1896421257436136
N:5+ V:3+ 0.1895214601768509
Ca:2+ I:7+ 0.18940565022651876
Cl:1- Se:4+ 0.1892059209585921
Co:2+ Pd:4+ 0.1891785455822895
La:3+ U:5+ 0.18911753557999872
Ru:5+ Te:4+ 0.18910878307999485
La:3+ Tb:4+ 0.18896575194681298
Sm:3+ Tm:2+ 0.18885783975937134
Bi:3+ Nb:3+ 0.18868225899941332
Sm:2+ Yb:3+ 0.18843306695606513
Dy:3+ Ho:2+ 0.18828425566283208
Tl:3+ V:5+ 0.1882263773654745
Cf:3+ Pr:3+ 0.18820519948028322
La:3+ Sn:4+ 0.18820505025375914
Fe:2+ P:5+ 0.18809363753689487
Dy:2+ Zn:2+ 0.18784705396204004
Nd:3+ Rh:4+ 0.1876214856589146
Eu:3+ Zn:2+ 0.1874362082955693
Gd:3+ Se:2- 0.18734719615397313
Gd:3+ Mo:5+ 0.18727862477419605
Ag:3+ Ho:3+ 0.18695997566230982
Ba:2+ Cr:4+ 0.18640360354597366
N:3- U:5+ 0.18635777793130756
Dy:3+ Ir:3+ 0.18632473439932387
Au:3+ Cd:2+ 0.18630311240192493
Ag:3+ Mn:2+ 0.18627507987566055
Mo:3+ Ti:4+ 0.1861366304452095
Er:3+ Rh:4+ 0.18610601602500504
